,merchant,category,amt,job,is_fraud,trans_hour,age,location
7168,Vandervort-Funk,grocery_pos,138.81,Naval architect,0,2,57,"High Rolls Mountain Park,NM"
7169,"""Lehner, Reichert and Mills""",misc_pos,34.16,Freight forwarder,0,2,48,"Fort Washakie,WY"
7170,Deckow-O'Conne,grocery_pos,214.87,"""Engineer, production""",0,2,32,"Independence,MO"
7171,Kunze Inc,grocery_pos,198.07,Airline pilot,0,2,39,"Napa,CA"
7172,"""Terry, Johns and Bins""",misc_pos,39.55,"""Journalist, newspaper""",0,2,65,"Los Angeles,CA"
7173,Koss and Sons,gas_transport,34.0,"""Engineer, maintenance""",0,2,68,"Gardiner,OR"
7174,"""Terry, Johns and Bins""",misc_pos,46.01,"""Scientist, physiological""",0,2,60,"Eugene,OR"
7175,Cummerata-Jones,gas_transport,58.94,Firefighter,0,2,51,"Norwalk,CA"
7176,Gerlach Inc,shopping_net,2.61,Armed forces training and education officer,0,2,65,"Port Costa,CA"
7177,Conroy Lt,shopping_pos,5.25,Community arts worker,0,3,55,"Iliff,CO"
7178,Johns Inc,entertainment,6.9,Building surveyor,0,3,89,"Paradise Valley,AZ"
7179,"""Stroman, Hudson and Erdman""",gas_transport,77.66,"""Scientist, audiological""",0,3,95,"Fields Landing,CA"
7180,Kunze Inc,grocery_pos,45.79,Magazine features editor,0,3,45,"Sacramento,CA"
7181,Pfeffer LLC,grocery_net,24.38,Magazine features editor,0,3,45,"Sacramento,CA"
7182,Harber Inc,gas_transport,45.89,Investment analyst,0,3,50,"Redford,MO"
7183,Deckow-O'Conne,grocery_pos,161.33,Osteopath,0,3,40,"Issaquah,WA"
7184,Schmitt Inc,gas_transport,37.9,Insurance broker,0,3,42,"Sutherland,NE"
7185,Koss and Sons,gas_transport,63.34,Geoscientist,0,3,63,"Hatch,UT"
7186,"""Hayes, Marquardt and Dibbert""",misc_net,4.29,Public relations account executive,0,3,85,"Meredith,CO"
7187,Wuckert-Walte,grocery_net,85.65,Podiatrist,0,3,52,"Lakeport,CA"
7188,Kilback Group,food_dining,15.17,Building surveyor,0,3,89,"Paradise Valley,AZ"
7189,Cummerata-Jones,gas_transport,58.0,Tax inspector,0,3,36,"Rocky Mount,MO"
7190,"""Lind, Huel and McClure""",gas_transport,85.13,"""Radiographer, diagnostic""",0,3,62,"Syracuse,MO"
7191,Hudson-Grady,shopping_pos,9.17,Health service manager,0,3,97,"June Lake,CA"
7192,"""Greenholt, Jacobi and Gleason""",gas_transport,59.21,Naval architect,0,4,57,"High Rolls Mountain Park,NM"
7193,Kutch Group,grocery_net,19.32,Geoscientist,0,4,63,"Hatch,UT"
7194,"""Raynor, Feest and Mille""",gas_transport,33.88,Electronics engineer,0,4,35,"Centerview,MO"
7195,Mante Group,misc_net,26.08,Airline pilot,0,4,39,"Napa,CA"
7196,Bailey-Mo,grocery_pos,85.64,Chartered public finance accountant,0,4,65,"San Diego,CA"
7197,Turcotte-Halvorson,misc_pos,66.87,Musician,0,4,43,"Burbank,WA"
7198,Kutch-Hegmann,grocery_net,47.88,Insurance broker,0,4,42,"Sutherland,NE"
7199,Turner and Sons,shopping_pos,8.34,Sales executive,0,4,54,"Laguna Hills,CA"
7200,"""Baumbach, Feeney and Mo""",shopping_net,8.45,"""Civil engineer, contracting""",0,4,63,"Santa Monica,CA"
7201,Eichmann-Russel,misc_pos,158.4,"""Buyer, industrial""",0,4,33,"Daly City,CA"
7202,Durgan-Aue,misc_net,37.5,Teaching laboratory technician,0,4,39,"Vancouver,WA"
7203,Cummings Group,grocery_net,37.59,Insurance broker,0,4,42,"Sutherland,NE"
7204,"""Kohler, Lindgren and Koelpin""",grocery_net,31.31,Advertising account planner,0,4,42,"Glendale,CA"
7205,Schmeler Inc,misc_pos,132.03,Chartered public finance accountant,0,4,65,"San Diego,CA"
7206,Mraz-Herzog,gas_transport,95.96,Architect,0,4,71,"Mound City,MO"
7207,Mante Group,misc_net,3.75,Electronics engineer,0,4,35,"Centerview,MO"
7208,"""Jones, Sawayn and Romague""",misc_net,31.08,Museum education officer,0,4,82,"Kent,OR"
7209,Gutmann-Upton,misc_pos,105.67,Intelligence analyst,0,4,53,"Meridian,ID"
7210,Lockman Lt,grocery_pos,98.03,Early years teacher,0,4,51,"Helm,CA"
7211,Bins-Rice,gas_transport,56.74,Advertising account planner,0,4,42,"Glendale,CA"
7212,"""Kutch, Hermiston and Farrell""",gas_transport,42.52,Tax inspector,0,4,36,"Rocky Mount,MO"
7213,Emard Inc,gas_transport,47.93,Systems analyst,0,5,78,"Grenada,CA"
7214,Kling Inc,gas_transport,52.04,Human resources officer,0,5,57,"Manley,NE"
7215,Ledner-Pfannerstill,gas_transport,67.42,Dealer,0,5,48,"Athena,OR"
7216,Balistreri-Nade,misc_pos,22.83,Counsellor,0,5,37,"Kansas City,MO"
7217,Leannon-W,food_dining,50.93,"""Teacher, early years/pre""",0,5,84,"Louisiana,MO"
7218,Heller-Abshire,grocery_net,44.27,Information systems manager,0,5,38,"Fort Washakie,WY"
7219,Pacocha-Bauch,shopping_pos,134.35,Early years teacher,0,5,51,"Helm,CA"
7220,"""Greenfelder, Bartoletti and Davis""",misc_net,14.59,Airline pilot,0,5,39,"Napa,CA"
7221,Dach-Nade,misc_net,3.09,Armed forces training and education officer,0,5,65,"Port Costa,CA"
7222,Marks Inc,gas_transport,53.25,"""Surveyor, land/geomatics""",0,5,46,"Kirtland Afb,NM"
7223,"""Streich, Hansen and Veum""",gas_transport,43.89,Architect,0,5,71,"Mound City,MO"
7224,Dickinson Lt,misc_pos,195.2,Naval architect,0,5,57,"High Rolls Mountain Park,NM"
7225,Stiedemann Lt,food_dining,18.01,Chartered public finance accountant,0,5,65,"San Diego,CA"
7226,Murray-Smitham,grocery_pos,66.07,Magazine features editor,0,5,45,"Sacramento,CA"
7227,"""Boehm, Predovic and Reinge""",misc_pos,8.7,Chartered public finance accountant,0,5,65,"San Diego,CA"
7228,Vandervort-Funk,grocery_pos,124.86,Tax inspector,0,5,36,"Rocky Mount,MO"
7229,"""Greenholt, Jacobi and Gleason""",gas_transport,63.54,"""Engineer, maintenance""",0,5,68,"Gardiner,OR"
7230,Haley Group,misc_pos,9.38,Telecommunications researcher,0,5,74,"Holstein,NE"
7231,"""Kerluke, Considine and Macejkovic""",misc_net,7.4,"""Therapist, occupational""",0,5,73,"Carlotta,CA"
7232,Huels-Hahn,gas_transport,86.1,Licensed conveyancer,0,5,24,"Ruidoso,NM"
7233,Bailey-Mo,grocery_pos,93.85,Insurance broker,0,6,42,"Sutherland,NE"
7234,"""Lehner, Reichert and Mills""",misc_pos,5.08,Human resources officer,0,6,57,"Manley,NE"
7235,"""Raynor, Feest and Mille""",gas_transport,86.63,"""Engineer, automotive""",0,6,50,"Hooper,NE"
7236,McGlynn-Jaskolski,misc_pos,9.7,Sales executive,0,6,54,"Laguna Hills,CA"
7237,Flatley Group,misc_pos,1.21,Music therapist,0,6,40,"Rock Springs,WY"
7238,O'Keefe-Hudson,grocery_pos,137.45,Naval architect,0,6,57,"High Rolls Mountain Park,NM"
7239,"""Eichmann, Bogan and Rodriguez""",gas_transport,76.5,Human resources officer,0,6,39,"Red Cliff,CO"
7240,Kutch Group,grocery_net,59.76,Research scientist (maths),0,6,96,"Howells,NE"
7241,Dare-Marvin,entertainment,123.33,Science writer,0,6,69,"San Jose,CA"
7242,Pacocha-O'Reilly,grocery_pos,81.32,"""Surveyor, minerals""",0,6,37,"Thompson,UT"
7243,"""Goyette, Howell and Collie""",shopping_pos,3.08,"""Nurse, mental health""",0,6,76,"Roseland,NE"
7244,Corwin-Gorczany,misc_net,84.32,Occupational psychologist,0,6,70,"Tomales,CA"
7245,Emard Inc,gas_transport,53.57,"""Therapist, occupational""",0,6,73,"Carlotta,CA"
7246,"""Zieme, Bode and Dooley""",gas_transport,69.88,Web designer,0,6,41,"Smith River,CA"
7247,Emard Inc,gas_transport,68.84,"""Engineer, communications""",0,6,23,"Ballwin,MO"
7248,Zemlak Group,misc_net,247.14,Occupational psychologist,0,6,70,"Tomales,CA"
7249,Luettgen PLC,gas_transport,64.52,Insurance broker,0,6,42,"Sutherland,NE"
7250,McGlynn-Jaskolski,misc_pos,32.67,Dealer,0,6,48,"Athena,OR"
7251,"""Parisian, Schiller and Altenwerth""",misc_net,183.03,Osteopath,0,6,40,"Issaquah,WA"
7252,"""Little, Gutmann and Lynch""",shopping_net,6.12,Naval architect,0,6,57,"High Rolls Mountain Park,NM"
7253,"""Eichmann, Bogan and Rodriguez""",gas_transport,34.81,"""Scientist, research (maths)""",0,6,33,"Paauilo,HI"
7254,"""Ferry, Lynch and Kautze""",misc_net,14.15,Barrister,0,7,88,"Cascade Locks,OR"
7255,Harris Inc,gas_transport,48.74,Town planner,0,7,58,"Luray,MO"
7256,Christiansen-Gusikowski,misc_pos,8.02,Local government officer,0,7,70,"Powell Butte,OR"
7257,Sporer Inc,gas_transport,56.27,Special educational needs teacher,0,7,46,"Orient,WA"
7258,Schmitt Inc,gas_transport,64.96,Investment analyst,0,7,50,"Redford,MO"
7259,Doyle Lt,grocery_pos,121.31,"""Research officer, political party""",0,7,40,"Conway,WA"
7260,Funk Group,grocery_net,34.58,Counsellor,0,7,37,"Kansas City,MO"
7261,"""Boehm, Predovic and Reinge""",misc_pos,9.27,"""Scientist, marine""",0,7,54,"Aurora,CO"
7262,Welch Inc,misc_net,6.14,Historic buildings inspector/conservation officer,0,7,52,"Espanola,NM"
7263,"""Quitzon, Green and Bashirian""",shopping_pos,6.64,Architectural technologist,0,7,63,"Llano,NM"
7264,Kris-Weimann,misc_net,3.54,Land/geomatics surveyor,0,7,39,"Arnold,MO"
7265,"""Schaefer, McGlynn and Bosco""",gas_transport,60.58,Health service manager,0,7,97,"June Lake,CA"
7266,Hermann-Gaylo,misc_pos,8.99,Local government officer,0,7,70,"Powell Butte,OR"
7267,"""Reilly, Heaney and Cole""",gas_transport,52.57,"""Education officer, museum""",0,7,57,"Freedom,WY"
7268,"""Eichmann, Bogan and Rodriguez""",gas_transport,54.15,Product designer,0,7,89,"Westerville,NE"
7269,"""Lind, Huel and McClure""",gas_transport,50.96,Production manager,0,7,39,"Wheaton,MO"
7270,Jewess LLC,shopping_pos,93.88,Education administrator,0,7,58,"Vinton,CA"
7271,Cummings Group,grocery_net,63.48,Counsellor,0,7,37,"Kansas City,MO"
7272,Heller-Langosh,gas_transport,52.52,Insurance broker,0,7,42,"Sutherland,NE"
7273,"""Reilly, Heaney and Cole""",gas_transport,76.09,Educational psychologist,0,7,72,"Loving,NM"
7274,"""Kovacek, Dibbert and Ondrick""",grocery_pos,100.66,"""Surveyor, minerals""",0,7,37,"Thompson,UT"
7275,Koepp-Parke,grocery_pos,184.78,Airline pilot,0,7,39,"Napa,CA"
7276,Mraz-Herzog,gas_transport,45.15,Television/film/video producer,0,7,67,"Nelson,NE"
7277,Volkman-Predovic,shopping_net,12.43,Armed forces training and education officer,0,7,65,"Port Costa,CA"
7278,Rau and Sons,grocery_pos,199.41,Museum/gallery exhibitions officer,0,7,32,"Colorado Springs,CO"
7279,Kutch-Hegmann,grocery_net,53.39,Early years teacher,0,7,51,"Helm,CA"
7280,Mohr-Baye,shopping_net,3.72,"""Radiographer, diagnostic""",0,7,62,"Syracuse,MO"
7281,Pfeffer LLC,grocery_net,86.06,Contractor,0,7,43,"Phoenix,AZ"
7282,Hamill-Daugherty,misc_net,524.7,Special educational needs teacher,0,7,46,"Orient,WA"
7283,Luettgen PLC,gas_transport,93.01,Production manager,0,8,67,"Spirit Lake,ID"
7284,Koepp-Witting,grocery_pos,67.67,Counselling psychologist,0,8,24,"Phoenix,AZ"
7285,"""Boehm, Predovic and Reinge""",misc_pos,66.43,Systems analyst,0,8,59,"Lowell,OR"
7286,Huels-Hahn,gas_transport,58.9,Tax inspector,0,8,36,"Rocky Mount,MO"
7287,Schmitt Inc,gas_transport,41.8,"""Therapist, occupational""",0,8,73,"Carlotta,CA"
7288,Cassin-Harvey,grocery_net,65.97,Special educational needs teacher,0,8,46,"Orient,WA"
7289,"""Douglas, Schneider and Turne""",shopping_pos,17.16,Occupational hygienist,0,8,64,"Saint Louis,MO"
7290,Padberg-Welch,grocery_pos,95.12,Aeronautical engineer,0,8,45,"Matthews,MO"
7291,Kutch and Sons,grocery_pos,134.74,Forensic psychologist,0,8,63,"Westfir,OR"
7292,"""Kovacek, Dibbert and Ondrick""",grocery_pos,77.03,Investment analyst,0,8,50,"Redford,MO"
7293,"""Rodriguez, Yost and Jenkins""",misc_net,5.52,Investment analyst,0,8,50,"Redford,MO"
7294,"""Eichmann, Bogan and Rodriguez""",gas_transport,61.44,Public relations account executive,0,8,85,"Meredith,CO"
7295,Jacobi and Sons,shopping_pos,4.44,"""Administrator, education""",0,8,85,"Wales,AK"
7296,Block-Parisian,misc_net,85.05,Civil Service fast streamer,0,8,41,"Azusa,CA"
7297,Maggio-Fahey,misc_pos,37.69,Dealer,0,8,48,"Athena,OR"
7298,Gleason-Macejkovic,shopping_net,1.07,Community arts worker,0,8,55,"Iliff,CO"
7299,Kunde-Sanfo,misc_net,68.93,Water engineer,0,8,49,"Littleton,CO"
7300,Cummings Group,grocery_net,77.33,Counsellor,0,8,37,"Kansas City,MO"
7301,"""Lehner, Mosciski and King""",misc_net,141.21,"""Engineer, petroleum""",0,8,87,"Scotts Mills,OR"
7302,Emard Inc,gas_transport,46.11,"""Sales professional, IT""",0,8,34,"Altonah,UT"
7303,O'Keefe-Hudson,grocery_pos,186.38,Petroleum engineer,0,8,37,"Superior,AZ"
7304,Kiehn Inc,grocery_pos,151.15,Community arts worker,0,9,55,"Iliff,CO"
7305,Kuphal-Bartoletti,misc_net,451.6,Electronics engineer,0,9,35,"Centerview,MO"
7306,Bahringer-Larson,grocery_net,101.26,Planning and development surveyor,0,9,42,"Lake Oswego,OR"
7307,Emard Inc,gas_transport,74.72,Immigration officer,0,9,37,"Fiddletown,CA"
7308,"""Terry, Johns and Bins""",misc_pos,3.33,Music therapist,0,9,40,"Rock Springs,WY"
7309,"""Stokes, Christiansen and Sipes""",grocery_net,57.2,Research scientist (physical sciences),0,9,47,"Newberg,OR"
7310,"""Raynor, Reinger and Hagenes""",gas_transport,51.85,Tax inspector,0,9,36,"Rocky Mount,MO"
7311,Padberg-Welch,grocery_pos,71.9,Soil scientist,0,9,58,"Sacramento,CA"
7312,"""Jenkins, Hauck and Friesen""",gas_transport,73.81,"""Administrator, local government""",0,9,51,"Alva,WY"
7313,"""Greenholt, Jacobi and Gleason""",gas_transport,88.16,Electronics engineer,0,9,35,"Centerview,MO"
7314,Kiehn-Emmerich,grocery_pos,106.2,Immigration officer,0,9,37,"Fiddletown,CA"
7315,Spencer-Runolfsson,misc_pos,32.03,Mental health nurse,0,9,46,"Dumont,CO"
7316,"""Hayes, Marquardt and Dibbert""",misc_net,244.32,Music therapist,0,9,40,"Rock Springs,WY"
7317,Sporer Inc,gas_transport,64.29,Public relations account executive,0,9,60,"Lamy,NM"
7318,Heller-Abshire,grocery_net,65.54,"""Designer, exhibition/display""",0,9,52,"Sun City,CA"
7319,"""Kutch, Hermiston and Farrell""",gas_transport,62.04,"""Investment banker, corporate""",0,9,74,"Unionville,MO"
7320,Bauch-Rayno,grocery_pos,72.83,IT consultant,0,9,35,"Crownpoint,NM"
7321,Runolfsson and Sons,grocery_net,64.69,Music therapist,0,9,40,"Rock Springs,WY"
7322,"""Lehner, Mosciski and King""",misc_net,28.13,Music therapist,0,9,40,"Rock Springs,WY"
7323,"""Heathcote, Yost and Kertzmann""",shopping_net,15.63,Research scientist (maths),0,9,96,"Howells,NE"
7324,"""Terry, Johns and Bins""",misc_pos,32.64,"""Civil engineer, contracting""",0,9,63,"Santa Monica,CA"
7325,"""Herman, Treutel and Dickens""",misc_net,2.97,Community arts worker,0,9,55,"Iliff,CO"
7326,"""Zieme, Bode and Dooley""",gas_transport,52.85,Local government officer,0,9,70,"Powell Butte,OR"
7327,Schamberger-O'Keefe,grocery_pos,105.91,"""Engineer, automotive""",0,9,50,"Hooper,NE"
7328,"""Parisian, Schiller and Altenwerth""",misc_net,31.89,Futures trader,0,9,31,"American Fork,UT"
7329,Dibbert and Sons,entertainment,28.23,Sales executive,0,9,54,"Laguna Hills,CA"
7330,Bernhard Inc,gas_transport,38.77,"""Scientist, audiological""",0,10,95,"Fields Landing,CA"
7331,Howe Lt,misc_pos,65.21,"""Therapist, horticultural""",0,10,48,"Huntington Beach,CA"
7332,Kuhn LLC,shopping_pos,17.82,Sales executive,0,10,54,"Laguna Hills,CA"
7333,Stiedemann Lt,food_dining,18.4,Nature conservation officer,0,10,62,"Malad City,ID"
7334,Emard Inc,gas_transport,74.17,Forensic psychologist,0,10,63,"Westfir,OR"
7335,Huel-Langworth,misc_net,315.59,Electronics engineer,0,10,35,"Centerview,MO"
7336,Herzog Lt,misc_pos,2.45,Naval architect,0,10,57,"High Rolls Mountain Park,NM"
7337,"""Reilly, Heaney and Cole""",gas_transport,70.68,Building surveyor,0,10,89,"Paradise Valley,AZ"
7338,Bins-Rice,gas_transport,59.69,"""Nurse, children's""",0,10,44,"North Loup,NE"
7339,Kuphal-Bartoletti,misc_net,6.14,Advertising account planner,0,10,42,"Glendale,CA"
7340,Cummings LLC,gas_transport,102.86,"""Surveyor, minerals""",0,10,84,"Campbell,NE"
7341,"""Little, Gutmann and Lynch""",shopping_net,2.96,"""Therapist, occupational""",0,10,73,"Carlotta,CA"
7342,"""Rowe, Batz and Goodwin""",grocery_pos,42.87,Firefighter,0,10,51,"Norwalk,CA"
7343,Bailey-Mo,grocery_pos,102.05,Metallurgist,0,10,49,"Carroll,NE"
7344,Torp-Lemke,misc_pos,7.68,Community arts worker,0,10,55,"Iliff,CO"
7345,Hintz-Bruen,grocery_net,83.58,Learning mentor,0,10,69,"Indian Wells,CA"
7346,Koss and Sons,gas_transport,45.25,Associate Professor,0,10,57,"Brainard,NE"
7347,"""Wiza, Schaden and Stark""",misc_pos,266.57,Product designer,0,10,89,"Westerville,NE"
7348,Koss and Sons,gas_transport,86.64,Special educational needs teacher,0,10,46,"Orient,WA"
7349,Heller-Abshire,grocery_net,48.98,Civil Service administrator,0,10,48,"Albuquerque,NM"
7350,"""Streich, Hansen and Veum""",gas_transport,41.25,"""Engineer, automotive""",0,10,50,"Hooper,NE"
7351,"""Johnson, Runolfsdottir and Maye""",misc_net,9.84,Telecommunications researcher,0,10,74,"Holstein,NE"
7352,Spencer-Runolfsson,misc_pos,8.13,Naval architect,0,10,57,"High Rolls Mountain Park,NM"
7353,"""Raynor, Reinger and Hagenes""",gas_transport,55.62,Armed forces training and education officer,0,10,65,"Port Costa,CA"
7354,Strosin-Cruickshank,grocery_pos,56.95,Barista,0,10,50,"Oakland,CA"
7355,"""Stroman, Hudson and Erdman""",gas_transport,46.1,Agricultural consultant,0,10,74,"Blairstown,MO"
7356,Jast-McDermott,shopping_pos,7.59,Network engineer,0,11,69,"Kirk,CO"
7357,Miller-Hauck,grocery_pos,186.06,Musician,0,11,43,"Burbank,WA"
7358,"""Schaefer, McGlynn and Bosco""",gas_transport,48.64,"""Engineer, automotive""",0,11,50,"Hooper,NE"
7359,Goodwin-Nitzsche,grocery_pos,176.73,"""Designer, exhibition/display""",0,11,52,"Sun City,CA"
7360,Corwin-Collins,gas_transport,65.73,Systems analyst,0,11,59,"Lowell,OR"
7361,"""Schaefer, Maggio and Daugherty""",gas_transport,84.65,"""Radiographer, diagnostic""",0,11,62,"Syracuse,MO"
7362,Dickinson Lt,misc_pos,18.69,Museum/gallery exhibitions officer,0,11,32,"Colorado Springs,CO"
7363,Kling Inc,gas_transport,48.63,Educational psychologist,0,11,43,"Manville,WY"
7364,Kiehn Inc,grocery_pos,81.54,Wellsite geologist,0,11,68,"Claremont,CA"
7365,Bailey-Mo,grocery_pos,84.97,Building surveyor,0,11,89,"Paradise Valley,AZ"
7366,"""Wintheiser, Dietrich and Schimmel""",misc_pos,121.52,Podiatrist,0,11,52,"Lakeport,CA"
7367,Erdman-Kertzmann,gas_transport,56.05,"""Civil engineer, contracting""",0,11,63,"Santa Monica,CA"
7368,Stoltenberg-Beatty,shopping_pos,2.45,Naval architect,0,11,57,"High Rolls Mountain Park,NM"
7369,Heller-Abshire,grocery_net,37.01,Immigration officer,0,11,37,"Fiddletown,CA"
7370,Friesen-Stamm,gas_transport,72.88,"""Scientist, research (maths)""",0,11,33,"Paauilo,HI"
7371,Cummings LLC,gas_transport,86.08,Community arts worker,0,11,55,"Iliff,CO"
7372,Kassulke PLC,shopping_net,28.36,Chartered public finance accountant,0,11,65,"San Diego,CA"
7373,"""Adams, Kovacek and Kuhlman""",grocery_net,40.19,Special educational needs teacher,0,11,46,"Orient,WA"
7374,"""Robel, Cummerata and Prosacco""",gas_transport,54.95,Dealer,0,11,73,"Weeping Water,NE"
7375,"""Swaniawski, Bahringer and Ledne""",grocery_net,57.3,Insurance broker,0,11,42,"Sutherland,NE"
7376,Luettgen PLC,gas_transport,48.03,"""Scientist, audiological""",0,11,61,"Mendon,UT"
7377,Lemke-Gutmann,shopping_net,167.46,Architect,0,11,71,"Mound City,MO"
7378,Rolfson-Kunde,personal_care,35.87,Location manager,0,12,35,"Moab,UT"
7379,Gulgowski LLC,home,120.15,Building surveyor,0,12,89,"Paradise Valley,AZ"
7380,Will Lt,food_dining,31.56,Nature conservation officer,0,12,62,"Malad City,ID"
7381,Gottlieb Group,kids_pets,100.14,Music therapist,0,12,40,"Rock Springs,WY"
7382,"""Douglas, Schneider and Turne""",shopping_pos,93.58,Public house manager,0,12,50,"Burlington,WA"
7383,Kautzer and Sons,personal_care,32.53,Insurance broker,0,12,42,"Sutherland,NE"
7384,Runte-Moh,food_dining,3.55,Special educational needs teacher,0,12,46,"Orient,WA"
7385,"""Schneider, Hayes and Nikolaus""",food_dining,2.13,"""Research officer, political party""",0,12,40,"Conway,WA"
7386,Kris-Kertzmann,travel,7.45,"""Investment banker, corporate""",0,12,74,"Unionville,MO"
7387,Crona and Sons,kids_pets,15.83,Educational psychologist,0,12,72,"Loving,NM"
7388,Morissette-Schaefe,personal_care,3.35,"""Engineer, maintenance""",0,12,68,"Gardiner,OR"
7389,Cruickshank-Mills,entertainment,30.69,Health physicist,0,12,53,"Newhall,CA"
7390,Johnston-Caspe,travel,8.2,"""Surveyor, minerals""",0,12,84,"Campbell,NE"
7391,"""Witting, Beer and Ernse""",home,147.17,Osteopath,0,12,40,"Issaquah,WA"
7392,Lemke-Gutmann,shopping_net,1.64,"""Engineer, production""",0,12,32,"Independence,MO"
7393,"""Denesik, Powlowski and Pouros""",home,47.93,Petroleum engineer,0,12,37,"Superior,AZ"
7394,"""Romaguera, Cruickshank and Greenholt""",shopping_net,21.87,Petroleum engineer,0,12,37,"Superior,AZ"
